enst	entrez	tsea	pLI	oe_lof_upper	mis_z	subre	module	go	corum	string	target
ENST00000518111	11075	1	0.97687	0.259	1.6866	3	M4	22	no	1	0
ENST00000518156	1750	1	0.92126	0.378	1.1694	4	other	0	no	0	0
ENST00000518237	3620	0	3.30E-06	1.078	-0.40342	0	other	0	no	0	0
ENST00000518338	6902	0	0.16004	1.025	0.59916	0	M1	1	no	0	0
ENST00000518429	90139	0	0.014733	0.846	0.8774	4	M1	0	no	0	0
ENST00000518476	168975	0	4.49E-18	1.704	-1.3322	0	other	0	no	0	0
ENST00000518698	116328	1	1.49E-12	1.095	0.65959	3	M4	0	no	0	0
ENST00000518766	4355	1	2.02E-08	0.873	1.5863	0	other	18	no	1	0
ENST00000518797	972	0	0.15914	0.621	1.2433	0	other	16	no	0	0
ENST00000518802	153830	0	0.98031	0.309	3.5929	1	M1	0	no	0	0
ENST00000518864	54212	1	0.1634	0.445	-0.32912	0	other	4	no	0	0
ENST00000519389	9843	0	4.61E-05	0.563	-0.71488	0	other	0	no	0	0
ENST00000519728	4067	0	0.99886	0.221	3.3381	1	other	32	no	0	0
ENST00000519807	6224	0	0.020686	1.01	1.0486	0	other	1	no	0	0
ENST00000519811	22898	0	2.54E-11	0.642	2.3456	2	other	2	no	0	0
ENST00000519973	51312	0	0.27886	0.633	1.1021	0	other	0	no	0	0
ENST00000520002	64478	1	1	0.216	-6.8801	1	other	0	no	0	0
ENST00000520113	270	0	1.91E-21	1.202	-0.45701	0	other	0	no	0	0
ENST00000520121	10424	0	0.6801	0.592	0.84152	0	M7	1	no	0	0
ENST00000520164	64641	0	0.99976	0.193	2.11	5	other	0	no	0	0
ENST00000520429	892	0	0.99914	0.146	2.2504	0	M7	1	yes	0	0
ENST00000520539	51366	0	1	0.073	6.2062	0	M1	26	yes	0	0
ENST00000520552	157567	0	0.51507	0.597	1.9068	0	other	0	no	0	0
ENST00000520810	3551	0	0.99192	0.29	2.5876	0	other	11	no	0	0
ENST00000520901	9228	1	0.99999	0.125	-0.98029	2	other	4	no	0	0
ENST00000521022	55756	0	4.32E-07	0.738	1.052	0	M7	0	no	0	0
ENST00000521089	23286	0	0.00039438	0.433	1.5577	1	M4	10	no	0	0
ENST00000521264	475	0	0.23647	1.391	0.19194	0	M1	0	no	0	0
ENST00000521389	55819	0	0.00030327	0.801	1.768	0	M1	0	no	0	0
ENST00000521400	2053	0	1.79E-21	1.263	0.23822	0	other	0	no	0	0
ENST00000521489	90161	1	0.0010077	0.933	1.3955	3	other	0	no	0	0
ENST00000521607	7534	0	0.73261	0.482	3.0783	0	M1	8	no	0	0
ENST00000521654	154214	0	0.00015511	0.764	0.92747	0	M1	3	no	0	0
ENST00000521688	56943	0	0.87471	0.442	1.4317	0	M7	9	no	0	0
ENST00000521978	22999	1	0.9902	0.285	2.0083	1	M13	44	no	0	0
ENST00000522083	1070	0	3.66E-05	1.333	0.44965	0	M7	1	no	0	0
ENST00000522362	10687	1	0.0015661	1.072	0.29243	1	other	0	no	0	0
ENST00000522439	5440	0	0.004763	1.898	0.73657	0	other	16	no	0	0
ENST00000522452	286128	0	0.00035717	1.823	-0.26024	0	other	0	no	0	0
ENST00000522532	4715	0	0.00086789	1.215	-0.025701	0	other	2	no	0	0
ENST00000522671	195814	0	0.0019175	0.835	-0.21169	0	other	15	no	0	0
ENST00000522810	83940	0	1.18E-15	1.411	0.11387	0	other	0	no	0	0
ENST00000522908	81551	1	0.047128	0.817	1.2636	1	M4	3	no	0	0
ENST00000522944	55872	0	4.99E-05	1.041	0.69746	7	other	1	no	0	0
ENST00000522951	83988	1	0.87939	0.434	1.6216	2	other	2	no	0	0
ENST00000523116	23484	0	0.72072	0.711	0.94211	0	M7	0	no	0	0
ENST00000523207	9312	1	0.99613	0.262	2.2511	3	M7	21	no	1	0
ENST00000523282	23549	0	3.60E-08	0.919	0.50232	0	other	0	no	0	0
ENST00000523376	797	0	0.030189	1.292	-0.006462	0	other	1	no	0	0
ENST00000523483	6386	0	0.00082913	0.966	1.0873	0	M7	23	no	0	0
ENST00000523534	3084	0	0.98979	0.291	0.64218	1	M1	26	no	0	0
ENST00000523601	6788	0	6.20E-07	0.871	1.5771	3	other	10	no	0	0
ENST00000523731	55656	0	0.9439	0.314	2.0305	1	other	0	no	0	0
ENST00000523829	137835	0	2.53E-09	1.423	-0.23323	1	other	0	no	0	0
ENST00000523908	9685	0	0.53538	0.401	1.5444	0	other	0	no	0	0
ENST00000524041	6534	1	1.18E-09	0.835	0.72566	3	other	1	no	0	0
ENST00000524189	23303	0	2.14E-12	0.512	2.0492	0	other	4	no	0	0
ENST00000524230	114112	0	8.34E-08	0.948	1.5968	0	other	0	no	0	0
ENST00000524300	27067	0	0.97269	0.318	1.4214	0	M7	0	no	0	0
ENST00000524665	4684	1	0.99999	0.185	2.7111	2	M4	2	no	0	0
ENST00000524717	84441	0	0.99987	0.228	0.44973	1	other	6	no	0	0
ENST00000524782	84364	0	0.0048866	0.54	0.69655	0	other	0	no	0	0
ENST00000524794	4798	0	0.13431	0.368	1.5332	0	M1	5	no	1	0
ENST00000524970	7070	1	0.040179	1.169	0.52167	1	other	38	no	0	0
ENST00000525172	84107	1	0.00049286	0.873	-0.11324	2	other	0	no	1	0
ENST00000525380	4250	0	0.097827	1.88	-0.25259	0	other	7	no	0	0
ENST00000525428	1207	0	0.081436	0.719	0.8823	0	other	5	no	0	0
ENST00000525462	887	1	7.42E-07	0.966	0.65399	2	other	2	no	0	0
ENST00000525493	27122	1	1.13E-07	1.173	0.78664	0	other	9	no	0	0
ENST00000525566	7296	0	1.61E-06	0.721	1.3227	0	M7	0	no	0	0
ENST00000525773	84875	0	3.40E-07	0.695	1.5658	0	other	10	no	0	0
ENST00000526018	10578	0	7.07E-07	1.772	0.45277	0	other	0	no	0	0
ENST00000526115	4676	0	0.98625	0.296	0.77566	0	M1	10	no	0	0
ENST00000526170	283232	0	3.49E-12	1.959	0.61127	0	M7	0	no	0	0
ENST00000526198	64787	0	1.77E-06	0.621	-0.6792	1	other	8	no	0	0
ENST00000526767	3347	0	4.11E-05	1.886	-0.46897	0	other	0	no	0	0
ENST00000526793	143879	0	5.57E-06	0.876	0.84181	0	other	0	no	0	0
ENST00000527011	10451	0	1.28E-13	0.711	1.1571	2	other	4	no	0	0
ENST00000527424	81790	0	0.51091	0.52	1.418	0	other	0	no	0	0
ENST00000527478	29068	0	0.99962	0.132	2.2276	0	M7	0	no	0	0
ENST00000527548	2197	0	0.85252	0.476	1.0764	0	M7	0	no	0	0
ENST00000527786	2313	0	0.9894	0.28	2.4029	0	other	0	no	0	0
ENST00000527947	8480	0	0.99504	0.236	2.4632	0	M1	9	no	0	0
ENST00000527954	54512	0	0.11599	0.823	0.48007	0	M7	5	no	0	0
ENST00000527958	5049	0	0.93401	0.364	1.6503	0	M7	6	no	0	0
ENST00000528266	149483	0	3.92E-22	1.405	1.1415	0	other	0	no	0	0
ENST00000528793	2870	0	0.00048726	0.571	2.8105	0	M7	0	no	0	0
ENST00000528838	3297	0	0.74762	0.414	0.75346	0	M7	29	no	0	0
ENST00000528954	9404	0	1.91E-06	0.994	0.39552	0	other	9	no	0	0
ENST00000529006	22992	0	1	0.045	5.3101	0	M1	12	no	1	0
ENST00000529051	80071	0	6.77E-19	1.022	0.11099	5	other	0	no	0	0
ENST00000529054	64231	0	2.33E-15	1.956	-0.42899	0	other	0	no	0	0
ENST00000529270	64776	0	5.08E-07	1.569	0.39286	0	other	0	no	0	0
ENST00000529309	256364	0	3.20E-06	0.567	1.7669	0	other	9	no	0	0
ENST00000529318	113174	0	4.78E-09	0.989	0.41212	0	other	0	no	0	0
ENST00000529335	53826	0	0.25722	0.826	0.62981	0	M4	5	no	0	0
ENST00000529637	84196	0	1	0.159	4.3654	0	M1	2	no	0	0
ENST00000529689	60492	0	9.93E-06	1.099	-0.0019628	0	M7	0	no	0	0
ENST00000530271	65125	0	0.99995	0.25	1.7222	0	other	15	no	0	0
ENST00000530374	50626	0	0.85895	0.439	3.5667	0	other	0	no	0	0
ENST00000530907	84280	0	0.0025976	0.62	2.8496	0	other	2	no	0	0
ENST00000530950	59082	0	0.001415	1.854	-0.52195	0	M1	2	no	0	0
ENST00000531066	144100	0	4.91E-11	0.543	0.45108	1	other	1	no	0	0
ENST00000531120	10480	0	0.01748	0.607	0.96612	0	M7	0	no	0	0
ENST00000531206	996	0	0.99675	0.273	3.1977	0	other	12	no	0	0
ENST00000531224	9774	0	2.06E-14	0.929	-4.3594	0	M7	3	no	0	0
ENST00000531380	8322	0	0.96962	0.312	0.73303	3	other	25	no	0	0
ENST00000531382	6195	0	0.0019056	0.515	2.9939	1	other	9	no	0	0
ENST00000531399	63970	0	1.30E-05	1.948	0.039682	0	other	0	no	0	0
ENST00000531677	9166	0	0.0078831	0.784	1.0263	0	other	1	no	0	0
ENST00000531783	84689	0	7.71E-07	1.761	-0.058347	0	other	0	no	0	0
ENST00000531794	26298	0	0.70543	0.425	1.0397	0	other	0	no	0	0
ENST00000531901	2070	0	0.0098469	0.483	1.0563	0	other	4	no	1	0
ENST00000531945	219873	0	4.89E-05	1.87	-0.40238	0	other	0	no	0	0
ENST00000531967	55862	0	5.60E-09	1.519	0.65165	0	other	0	no	0	0
ENST00000532404	373509	0	2.63E-18	1.87	0.3902	0	other	12	no	0	0
ENST00000532485	55331	0	0.87464	0.388	1.8012	0	other	3	no	0	0
ENST00000532612	83875	0	5.59E-06	1.42	0.40965	0	other	0	no	0	0
ENST00000532642	533	0	0.95329	0.311	1.3441	0	other	5	no	0	0
ENST00000532741	1936	0	1.11E-06	0.821	0.067087	0	M7	3	no	0	0
ENST00000532828	92285	0	3.69E-07	0.821	0.50337	0	M7	0	no	0	0
ENST00000532917	917	0	1.71E-05	1.219	0.076533	0	other	5	no	0	0
ENST00000533050	79607	0	0.019345	0.676	0.96453	0	M7	0	no	0	0
ENST00000533058	51399	0	2.11E-05	1.183	0.12751	0	M7	4	no	0	0
ENST00000533060	29850	0	4.80E-23	1.018	0.077918	0	M7	7	no	0	0
ENST00000533063	79792	0	6.31E-16	1.454	0.48582	0	other	0	no	0	0
ENST00000533102	84866	0	2.04E-09	1.446	0.50648	0	other	4	no	0	0
ENST00000533140	192134	0	1.09E-09	1.885	-0.21571	0	other	0	no	0	0
ENST00000533244	9973	0	8.63E-08	1.373	0.39994	0	other	0	no	0	0
ENST00000533290	55709	0	1.39E-05	0.899	1.394	0	M7	0	no	0	0
ENST00000533341	57476	1	0.70046	0.754	0.50459	1	M13	2	no	0	0
ENST00000533342	338699	0	2.20E-15	1.276	0.74564	0	other	0	no	0	0
ENST00000533524	29015	0	2.49E-06	0.846	0.48462	0	M1	0	no	0	0
ENST00000533601	376267	1	0.087927	0.706	1.0206	0	M13	19	no	0	0
ENST00000533871	22997	0	0.86551	0.324	2.5812	3	other	0	no	0	0
ENST00000533904	56	1	1.21E-06	1.427	0.89185	0	other	0	no	0	0
ENST00000534025	56674	0	0.53075	0.588	1.166	0	other	0	no	0	0
ENST00000534061	10003	0	1.43E-20	1.09	0.4745	0	other	0	no	0	0
ENST00000534064	92105	0	1.13E-11	0.7	1.2529	0	M1	0	no	0	0
ENST00000534312	966	0	0.15396	1.043	0.34739	0	other	1	no	0	0
ENST00000534526	121512	0	0.0018978	0.47	2.1946	2	M1	2	no	0	0
ENST00000534585	84232	0	0.35998	0.585	1.9219	0	M7	0	no	0	0
ENST00000534769	1072	0	0.01298	1.151	2.7454	0	M1	9	no	0	0
ENST00000534842	84975	0	0.0023254	0.809	1.0424	0	M7	0	no	0	0
ENST00000535008	375612	1	0.93153	0.35	1.0641	0	other	2	no	0	0
ENST00000535103	5349	0	1.01E-05	1.313	0.086257	0	other	5	no	0	0
ENST00000535286	81550	0	4.10E-06	0.624	1.4321	0	M7	5	no	0	0
ENST00000535406	83461	0	0.6885	0.504	0.65682	7	other	0	no	0	0
ENST00000535759	284355	0	0.087679	1.354	-0.041264	0	M1	0	no	0	0
ENST00000535902	54682	0	0.0077616	1.334	0.27818	0	other	0	no	0	0
ENST00000536128	4637	0	0.0087333	0.948	0.17741	0	other	5	no	0	0
ENST00000536178	10603	0	1.49E-05	0.891	1.8418	1	M1	3	no	0	0
ENST00000536183	5445	0	6.21E-05	1.007	0.45431	0	other	0	no	0	0
ENST00000536254	163081	0	4.74E-08	1.001	1.7475	0	M7	0	no	0	0
ENST00000536262	160728	0	5.00E-16	1.196	0.2848	2	M1	0	no	0	0
ENST00000536354	6999	0	2.04E-10	1.039	-0.22065	1	other	0	no	0	0
ENST00000536441	143686	0	0.68496	0.409	2.6147	0	M7	2	no	0	0
ENST00000536461	23030	0	0.99998	0.21	3.4923	1	M1	9	no	0	0
ENST00000536534	200150	1	0.030678	0.523	1.5446	0	other	0	no	0	0
ENST00000536545	8091	0	0.73751	0.677	1.129	9	other	40	no	1	0
ENST00000536616	254956	0	0.00018155	1.64	0.55356	0	other	0	no	0	0
ENST00000536708	80279	0	1.17E-16	1.132	0.69789	0	other	20	no	0	0
ENST00000536736	125336	0	8.14E-35	0.802	1.9613	0	other	2	no	0	0
ENST00000536889	84707	1	0.10078	1.271	-0.013765	0	other	0	no	0	0
ENST00000537135	51704	1	0.012082	0.729	1.2014	0	other	9	no	0	0
ENST00000537145	55040	0	2.81E-18	1.375	-0.58982	1	other	2	no	0	0
ENST00000537177	8453	0	1	0.093	3.2543	0	M7	10	no	0	0
ENST00000537209	23432	0	0.00034935	0.786	1.5139	7	M1	4	no	0	0
ENST00000537245	57449	0	3.36E-06	0.565	1.4898	1	other	6	no	0	0
ENST00000537253	9972	0	1	0.168	-0.8142	0	M7	6	no	0	0
ENST00000537389	27087	1	0.011211	0.738	2.3461	0	other	0	no	0	0
ENST00000537408	9746	1	0.95966	0.322	1.5161	0	other	6	no	0	0
ENST00000537425	149685	0	0.014479	1.626	1.3417	0	other	2	no	0	0
ENST00000537465	83449	0	9.05E-31	1.087	-0.39296	0	other	0	no	0	0
ENST00000537468	144423	1	4.69E-11	1.232	0.2227	0	M13	0	no	0	0
ENST00000537469	55721	0	4.05E-09	1.227	-0.3157	0	other	0	no	0	0
ENST00000537592	27164	1	0.40326	0.439	0.31032	4	other	0	no	0	0
ENST00000537664	84498	0	2.54E-11	0.75	0.62973	0	M7	2	no	0	0
ENST00000537691	9362	1	0.021506	0.479	2.87	0	M13	17	no	0	0
ENST00000537817	64897	0	2.63E-05	1.401	0.7779	0	other	0	no	0	0
ENST00000537818	2119	0	0.99986	0.185	1.8102	0	other	0	no	0	0
ENST00000537855	7163	1	4.83E-07	1.342	1.0822	0	other	1	no	0	0
ENST00000537935	390079	1	0.38077	0.977	-1.23	0	other	0	no	0	0
ENST00000538017	26150	0	2.14E-12	1.475	0.37273	0	other	0	no	0	0
ENST00000538159	8615	0	0.33417	0.369	1.2796	0	other	4	no	0	0
ENST00000538168	29906	1	0.0013108	0.756	0.9871	2	other	0	no	0	0
ENST00000538197	132864	0	0.00013675	0.589	0.67668	0	other	10	no	0	0
ENST00000538336	11328	0	1.86E-05	0.767	1.2598	0	other	0	no	0	0
ENST00000538431	25792	0	0.032325	0.404	2.0244	0	M7	0	no	0	0
ENST00000538545	87	0	0.99978	0.239	3.1665	2	other	9	no	0	0
ENST00000538629	9522	0	0.977	0.297	2.4181	1	other	0	no	0	0
ENST00000538716	79089	0	1.41E-05	1.532	-0.32373	0	M7	0	no	0	0
ENST00000538760	1902	1	0.51258	0.598	2.3925	0	other	15	no	0	0
ENST00000538779	5288	0	7.71E-40	1.113	-0.90877	1	other	3	no	0	0
ENST00000538832	925	0	3.67E-05	1.332	0.32959	0	other	5	no	0	0
ENST00000538902	7286	0	0.00012359	0.7	0.98138	2	M7	2	no	0	0
ENST00000538904	115704	0	0.99985	0.214	4.2346	0	other	1	no	0	0
ENST00000538922	930	0	0.90496	0.355	1.0267	0	other	7	no	0	0
ENST00000538924	65055	0	0.98632	0.23	1.3549	3	M1	1	no	0	0
ENST00000538966	5365	0	0.23163	0.371	0.2265	0	other	19	no	0	0
ENST00000539008	9066	1	0.98549	0.3	2.7394	0	M13	29	no	0	0
ENST00000539097	3091	0	0.9777	0.309	2.2242	0	M7	40	no	0	0
ENST00000539111	11232	0	1.53E-10	1.059	-0.34655	0	M1	2	no	0	0
ENST00000539225	9414	0	3.24E-11	0.635	0.5671	1	other	3	no	0	0
ENST00000539276	488	0	0.99945	0.246	4.8777	0	other	11	no	0	0
ENST00000539282	586	0	3.80E-08	1.022	-0.22083	4	M7	1	no	0	0
ENST00000539294	253943	0	0.99704	0.22	2.6603	0	other	3	no	0	0
ENST00000539485	148229	0	2.69E-27	1.017	-0.28001	0	other	0	no	0	0
ENST00000539496	90293	0	0.035016	0.619	2.2048	2	M1	2	no	0	0
ENST00000539517	4857	1	0.99621	0.182	2.315	0	M7	8	no	0	0
ENST00000539542	1657	0	1	0.209	-0.50364	0	other	0	no	0	0
ENST00000539563	4045	1	0.99675	0.223	1.664	0	other	0	no	0	0
ENST00000539798	283212	1	2.37E-15	1.898	-0.15121	3	M7	0	no	0	0
ENST00000539900	11033	1	0.28465	0.464	0.91428	0	M13	0	no	0	0
ENST00000539924	144195	0	0.057456	0.577	1.3754	0	other	0	no	0	0
ENST00000539945	4190	0	0.92765	0.366	1.1788	0	other	2	no	0	0
ENST00000539954	54432	0	0.0013147	0.755	0.043372	0	other	1	no	0	0
ENST00000540034	7543	0	0.99477	0.237	3.1359	0	M7	1	no	0	0
ENST00000540035	27098	0	9.68E-13	1.288	0.65542	1	other	0	no	0	0
ENST00000540144	8968	0	0.26064	1.302	1.1885	7	other	0	no	0	0
ENST00000540149	9114	0	0.86024	0.395	2.9805	0	other	7	no	0	0
ENST00000540253	5209	0	0.59577	0.408	1.7616	0	other	1	no	0	0
ENST00000540338	6249	0	0.68088	0.331	2.0759	1	M1	10	no	0	0
ENST00000540372	122618	1	9.15E-13	1.292	-0.21479	0	other	1	no	0	0
ENST00000540413	5582	1	0.99949	0.232	3.1196	0	other	18	no	0	0
ENST00000540430	3939	0	0.069173	0.631	1.5813	0	M7	0	no	0	0
ENST00000540445	55885	1	0.70695	0.569	2.0078	2	M7	2	no	1	0
ENST00000540801	85464	0	0.99825	0.271	2.0021	1	M1	7	no	0	0
ENST00000540950	57541	0	0.036519	0.556	1.0933	2	M1	1	no	0	0
ENST00000541052	84328	0	0.0021782	1.001	1.1186	0	M7	0	no	0	0
ENST00000541110	55809	0	1	0.087	2.1492	1	other	17	no	1	0
ENST00000541194	5420	0	0.00017902	0.751	0.65404	0	other	14	no	0	0
ENST00000541212	5715	0	4.86E-06	1.446	0.50485	0	M7	33	no	0	0
ENST00000541223	1468	0	5.87E-10	1.055	0.54783	0	other	2	no	0	0
ENST00000541224	91	0	0.99969	0.172	3.3735	2	M7	15	no	0	0
ENST00000541231	26521	0	0.0086544	1.797	-0.57835	0	M7	3	no	0	0
ENST00000541240	3801	0	0.0023134	0.465	2.0155	1	M4	1	no	0	0
ENST00000541284	4850	0	0.99996	0.143	3.4912	0	M7	0	no	0	0
ENST00000541364	84790	0	0.00061725	0.843	2.2751	0	other	0	no	0	0
ENST00000541395	6927	0	0.95129	0.337	1.1846	0	other	7	no	0	0
ENST00000541407	60481	0	0.93341	0.355	1.5155	0	other	2	no	0	0
ENST00000541436	39	0	6.64E-07	1.121	0.91539	2	M7	3	no	0	0
ENST00000541517	53373	0	0.003978	0.436	2.436	1	other	7	no	0	0
ENST00000541604	140730	1	0.23281	0.668	2.8859	0	M13	10	no	0	0
ENST00000541650	9465	0	5.14E-12	1.551	-0.0016432	2	other	0	no	0	0
ENST00000541682	84667	1	0.827	0.517	0.76017	3	M1	4	no	0	0
ENST00000541867	4978	1	0.017618	0.686	1.7816	0	other	0	no	0	0
ENST00000541869	84172	0	0.99277	0.289	2.7994	0	M7	3	no	0	0
ENST00000541970	5134	0	3.90E-07	1.372	0.051539	0	M1	4	no	0	0
ENST00000542034	83881	0	0.019106	1.504	0.50757	1	other	11	no	0	0
ENST00000542042	1534	0	0.17979	0.605	0.73384	0	other	0	no	0	0
ENST00000542113	55922	0	0.99661	0.178	2.7407	0	other	0	no	0	0
ENST00000542196	392376	0	0.014056	1.638	-1.3176	0	other	0	no	0	0
ENST00000542267	64839	0	0.99901	0.149	2.1683	0	other	7	no	0	0
ENST00000542275	1622	0	0.0013944	1.469	0.064733	0	other	0	no	0	0
ENST00000542285	715	0	0.77888	0.39	2.0288	0	other	0	no	0	0
ENST00000542342	201266	0	2.35E-18	1.876	-0.12684	0	other	0	no	0	0
ENST00000542504	4862	0	1	0.157	2.5487	0	M13	6	no	0	0
ENST00000542575	6510	0	0.16869	0.613	1.8576	4	M7	2	no	0	0
ENST00000542617	9486	1	3.79E-07	1.04	1.0822	3	M7	0	no	0	0
ENST00000542744	8798	0	6.47E-14	1.18	0.20965	0	other	5	no	0	0
ENST00000542845	3987	0	0.0031502	0.771	1.416	2	other	9	no	0	0
ENST00000542937	5360	0	1.10E-08	1.023	-0.040491	0	other	1	no	0	0
ENST00000543051	25775	0	0.013674	1.649	0.68366	2	M7	0	no	0	0
ENST00000543095	25938	0	9.97E-27	0.766	0.52231	0	other	0	no	0	0
ENST00000543199	51184	0	2.90E-07	1.069	0.98932	0	M7	0	no	0	0
ENST00000543237	10243	0	1	0.137	3.52	0	M4	13	no	0	0
ENST00000543264	56961	1	8.36E-06	1.125	-0.4325	1	other	1	no	0	0
ENST00000543307	53827	0	0.0064636	1.017	0.11279	0	other	5	no	0	0
ENST00000543341	2967	0	3.04E-08	1.043	0.65186	0	M7	12	yes	0	0
ENST00000543491	5099	0	0.39505	0.42	1.9503	2	other	0	no	0	0
ENST00000543509	7813	0	5.36E-12	0.771	0.79502	0	other	0	no	0	0
ENST00000543605	51006	0	0.00014332	0.889	1.217	0	other	0	no	0	0
ENST00000543779	23312	0	1	0.158	2.3662	0	other	3	no	0	0
ENST00000543802	7678	0	0.0014754	1.847	0.0003383	5	M7	1	no	0	0
ENST00000543823	84958	0	1.15E-11	1.056	1.2991	1	other	5	no	0	0
ENST00000543976	7110	0	1.45E-05	0.502	0.42148	0	M7	13	no	0	0
ENST00000544264	1951	1	0.99994	0.252	4.0681	5	M1	1	no	0	0
ENST00000544374	338675	0	0.0041572	1.573	-0.052217	0	other	0	no	0	0
ENST00000544417	567	0	0.1602	1.695	0.81172	0	other	21	no	0	0
ENST00000544431	22847	0	0.0034686	0.494	0.053756	2	M7	0	no	0	0
ENST00000544462	2124	0	0.10286	0.682	0.16761	0	other	6	no	0	0
ENST00000544525	10512	0	0.0014219	0.5	0.99911	6	M1	31	no	0	0
ENST00000544533	8153	1	0.00031106	1.158	0.74951	0	other	4	no	0	0
ENST00000544627	55729	0	0.99978	0.234	1.7984	4	M7	14	no	0	0
ENST00000544665	3684	0	3.31E-11	0.635	1.4221	0	other	20	no	1	0
ENST00000544758	118611	1	1.24E-16	1.191	-0.32543	0	other	4	no	0	0
ENST00000544844	51504	0	0.13916	1.094	-0.92792	0	M7	15	no	0	0
ENST00000544909	80227	1	3.13E-07	1.061	1.1934	0	other	0	no	0	0
ENST00000544979	23051	0	0.53699	0.417	1.5528	0	other	4	no	0	0
ENST00000545011	5609	0	0.68566	0.43	2.4929	0	M7	8	no	0	0
ENST00000545030	1961	1	0.0063486	1.021	-0.13568	2	other	0	no	1	0
ENST00000545097	1232	0	0.00012636	1.365	0.096404	0	other	2	no	0	0
ENST00000545103	51271	0	0.91168	0.379	0.86858	0	other	0	no	0	0
ENST00000545128	5125	0	2.54E-12	0.499	2.5652	2	M1	15	no	0	0
ENST00000545170	4287	0	0.33445	0.453	1.3456	0	M7	7	no	0	0
ENST00000545197	9	0	1.93E-14	1.886	-0.49928	0	other	5	no	0	0
ENST00000545221	124538	0	0.0009188	1.601	-0.19987	0	other	0	no	0	0
ENST00000545279	4090	0	0.99838	0.16	3.0005	3	other	21	no	0	0
ENST00000545353	84632	0	0.0010421	0.487	0.80656	1	other	0	no	0	0
ENST00000545418	140836	0	0.014314	1.631	0.41925	0	other	3	no	1	0
ENST00000545513	246	0	4.73E-25	1.333	0.026211	0	other	16	no	0	0
ENST00000545542	23633	0	0.99944	0.223	3.351	0	other	2	no	0	0
ENST00000545606	55832	0	1	0.101	4.1554	1	other	0	no	0	0
ENST00000545664	29985	0	0.16753	1.003	0.61683	0	other	0	no	0	0
ENST00000545748	3164	0	0.0082797	0.601	1.5959	1	other	18	no	0	0
ENST00000545908	4522	0	0.00021494	0.491	1.4517	0	M7	17	no	0	0
ENST00000546057	5027	1	3.33E-11	0.916	0.40125	2	other	19	no	0	0
ENST00000546231	23085	0	2.80E-08	0.554	1.4523	0	M1	10	no	0	0
ENST00000546323	9412	0	0.019253	1.03	0.56857	0	M7	1	yes	0	0
ENST00000546424	842	0	1.81E-06	1.159	0.19165	0	other	9	no	0	0
ENST00000546474	2972	0	0.00010409	0.602	0.13884	0	M1	1	no	0	0
ENST00000546495	124944	0	0.069318	0.97	0.53514	0	M7	0	no	1	0
ENST00000546530	8437	0	1.21E-14	0.953	0.75704	0	other	14	no	0	0
ENST00000546588	51699	0	0.37565	0.695	1.7914	0	M7	1	no	0	0
ENST00000546910	23601	0	0.12568	0.803	0.23636	0	other	2	no	0	0
ENST00000546954	51499	0	0.056508	1.608	0.22605	0	M7	18	no	0	0
ENST00000547035	7786	0	1	0.072	2.9896	1	other	8	no	0	0
ENST00000547098	28977	0	0.1578	1.032	-0.25512	1	other	1	no	0	0
ENST00000547270	5726	0	0.1303	1.128	0.73497	0	other	0	no	0	0
ENST00000547368	54458	0	0.0039811	1.589	-0.27835	0	other	0	no	0	0
ENST00000547517	5878	0	0.93717	0.36	1.4167	0	M7	1	no	0	0
ENST00000547588	116986	1	0.99816	0.267	3.3883	0	M13	7	no	1	0
ENST00000547837	84926	0	0.01497	0.563	2.4945	0	other	0	no	0	0
ENST00000548058	79611	0	5.05E-13	0.951	0.14647	0	other	0	no	0	0
ENST00000548136	130075	0	1.18E-07	1.924	-0.74643	0	other	0	no	0	0
ENST00000548577	440400	0	0.50355	0.778	0.49695	0	other	0	no	0	0
ENST00000548825	25766	0	0.99963	0.246	1.0695	0	other	5	no	0	0
ENST00000549091	197335	0	1.21E-64	1.298	-0.89862	0	M1	0	no	0	0
ENST00000549396	8499	1	1	0.139	3.2597	0	M4	12	no	0	0
ENST00000549446	3747	1	0.18911	0.533	2.9757	1	M13	31	no	0	0
ENST00000549555	9802	0	0.36369	0.706	0.98533	0	other	1	no	0	0
ENST00000550536	117177	1	1.67E-08	0.887	0.66976	1	other	4	no	0	0
ENST00000550587	120863	0	1.92E-10	1.526	-0.17229	0	other	0	no	0	0
ENST00000550683	94	0	0.00097447	0.692	2.4118	0	other	46	no	0	0
ENST00000550746	64786	0	0.06152	0.426	0.91679	0	M7	0	no	0	0
ENST00000550765	51303	0	6.46E-07	1.53	-0.07409	0	M13	0	no	0	0
ENST00000550804	57658	0	1.20E-06	0.636	1.1233	0	M7	9	no	0	0
ENST00000550916	144321	0	2.27E-07	1.45	-0.083892	0	other	0	no	0	0
ENST00000551116	1649	0	0.59066	0.678	0.096366	0	other	22	no	0	0
ENST00000551245	10024	0	5.37E-11	0.819	0.48166	6	other	0	no	0	0
ENST00000551379	9971	0	0.00093892	0.628	1.5397	0	other	18	no	0	0
ENST00000551404	8550	0	0.35435	0.449	2.422	0	M1	11	no	0	0
ENST00000551492	64067	1	0.99963	0.216	3.1146	1	other	1	no	0	0
ENST00000551632	196403	0	0.89107	0.409	2.133	0	M1	1	no	0	0
ENST00000551659	83857	0	7.28E-10	0.698	0.77272	0	other	0	no	0	0
ENST00000551662	55198	0	1.16E-18	1.089	0.31574	0	other	22	no	0	0
